sentence1	sentence2	label
以前那个手机号换了怎么办	跟换手机号码	1
为什么产生逾期不	我最迟什么时候要还上？	0
未满足审批要求是怎么回事	审批的要求具体有哪些	0
下款多久	一般银行到账要多久？	1
全部还款之后才有额度	我安还款业务不可以	0
之前有借过款，为啥会综合评估未通过	为什么我申请通不过呢？	0
一个小时了还没有联系我	一般多久能收到审核电话？	1
怎么调升额度	如何提升额(⊙o⊙)…	1
提示会有电话打来，但是目前还未接到电话	请继续打电话昨晚未接到电话	1
50%得概念是什么意思	我那微贷26号已经到还钱期限了，但也不见催还钱和扣钱	0
开通了却不能借	开通微粒贷，关闭了，还能再开吗	0
不记得密码	以前大号密码忘记了	1
你要借28万，分24期	13000分期12期	1
关闭微粒贷，太不安全	如果取消微粒贷这个功能	1
1000分10个月	如何延长还款期限	0
银行电话啥时候打	什么时候才会再打电话给我？	1
怎么取消	取消微粒借贷	1
为什么我为满足审核	一般审核时间是几天	0
你好，我在外地想推迟两天还款	延迟还款日	0
微粒贷没有额度	微粒贷要怎么才能有额度	1
不是说每还一笔就会恢复额度呀	10月20日的借款，什么时候	0
我什么时候可以继续借款	借款额度有限制吗？	0
请你们将我的微粒贷额度降为0	需要降低额度	1
我上午你们电话打过来我没接到	为啥没接到银行电话	1
查账	流水	1
邮政储蓄银行卡怎么开不了户，显示银行处理繁忙	香港通行証注册不了，开不了户	0
优惠卷怎么领取	免息券	0
快邀请我呗	怎么不邀请我开通啊	0
2000元一天罚息多少	一万元日息是多少	1
为何还没到账	三天没有到账	1
利息什么时候开始扣款	微粒贷还款周期最低五个月，如果我今天贷款，可以明天就全额还款吗？利息就是算一天的是吗？	0
还清以后贷款额度是否下降	提前还款会降低授信额度么	0
微信里面的钱不能还款？	还款不能在微信余额还吗	1
我QQ等级比我朋友的都高，消费多，还用财买的理财，为什么不给我微粒贷呢	可以延迟还款吗	0
你好，我想问一下如果提前还款用还全部利息吗	你好，我想请问一下，如果我提前还清贷款，多长时间后可以重新借贷？	0
为什么刚才显示通过评估，现在怎么显示未通过	为什么受邀了说审批综合不通过？	1
我的朋友手机上没有，可以申请吗	申请的时候是说我的身份信息输入错误次数太多	0
我不需要	不要一直重复这句话	0
怎么回事？	傻逼	1
取消我的资格吧	取消我的贷款	0
我申请过了，等待电话确认，等了一上午还没有接到通知	今天没接到电话，现在能打过来吗？	1
为什么没有显示微利贷	为什么我的微粒贷突然不见了	1
可以一次性把款都还完吗？我选的是五个月的	提前还款后面还有利息吗？	0
怎么还钱	我还没有这个	0
我要取消刚刚的借款	可以取消贷款吗	1
想要资格	无法进	0
17点怎么没有扣款	我的扣款为什么没成功？	0
我现在通过微信登录登录不了，只能通过qq登录，之前打电话问过客服，客服讲是后台的问题，那么我想问，如果万一qq已登录不了了话，我们还怎么操作？	我已经重新下载App,安装以后，仍然无法登陆。	1
我的借款申请为什么不成功	为什么会贷款失败？	1
15分钟到账没有收到	一天没到账	0
一次性还完可以继续借吗	不是可以提前还清本期账单么	1
为什么我点击钱包没有微粒贷入口	进去我钱包后面怎么弄	1
日息多少如何算？	我只用两天5万元，是多少息	1
借款期限可以是一个礼拜吗	你好，请问最少可以借多少天	1
微粒贷支持的银行	你们支持那些银行	1
客服电话是什么	微众的官方QQ群号是多少	0
怎么搞	什么时候可以用微信和支付宝充值啊？	0
优惠	猜金价活动奖品什么时候能领到？	0
微粒贷是和上海银行合作的吗	你们支持什么银行	1
额度下降什么原因	之前未借过，为何额度会减少	1
为什么我一直没有额度	为什么我查看不了自己的额度	0
假如我扣款的银行帐户有足够金额，但到了还款日扣款不成功怎么办	假如我是今天还款！明天或后天还款，有什么影响	0
我开通了还能关掉不开吗？	请问如何关闭微粒贷呢？	1
你好，我零钱能不能还	你好请问一下这个借款后钱是到微信账号上了还什么	0
一般多长时间会打电话啊	一般多长时间银行回会打电话	1
电话银行多少	请问客服电话？	1
不是激请的客人行	3如何获得微粒贷借款资格如何获得微粒贷借款资格	0
进去我钱包后面怎么弄	我朋友的微信点钱包进去就可以借贷我的怎么点进去没有呀	1
请问众享太平90还会有吗	众享太平90预告	0
为什么扣款失败	再次扣款还不成功	0
如何改还款账户	如何修改还款帐号	1
怎么是以前的手机号码	你好，怎么更改电话号码	1
开通微粒贷的条件是什么	开通需要什么资格	1
一直在审核中，也没接到电话啊	多久审批出来	0
多久还一次	多久是一期啊	0
我朋友也想申请微粒贷，可是都没有	你好！请问我的另外一个微信没有微粒贷？	1
今天为什么还款不成功？	为什么一直不能还款	1
可以给我发一份结清证明吗？	你好，怎么开结清证明？影响房贷审批	0
一万一年利息多少	3怎么计算	0
我手机上怎么没有微粒贷	开通失败	0
你好，刚才申请小额贷款，现在可以取消吗	你好，可以取消这笔借款吗	1
14号几点扣款	不好意思，忘了存钱进银行，23号早上去存	0
不能实时恢复额度？	一笔款项还清多久可以再借款？	0
如何更改每个月的还款日期及金额？	如何调整还款日期	1
刚申请了能否取消	借款发放失败原申请已撤销什么意思？？	0
前几天出现微粒贷现在没有了？	微粒贷消失	1
可以取消吗	帮我关闭这个微粒贷	1
6号到了怎么没扣款？	19号的款怎没扣？	1
3我想用微信也能还款，信用卡都可以，为啥这个不行	不能操作还款	0
为什么借钱没通过审核	为什么借款申请还没通过	1
借钱10000分10期一共要还多少	为什么一开始说我有一千五的额度，可我一申请就没有了	0
还清	一次还清	1
我现在提前还清借款是否还能借款	逾期以后全部还清是否还可以借款	0
需要多久	客服电话多少	0
你好！不好意思，请取消借款吧。	不用借了。谢谢	1
没能按时还款	/:|-)还没开通	0
不符合借款要求是什么意思	上面显示无法借贷什么意思	0
我绑定的银行卡不见了	我绑定的银行卡丢失了，	1
怎么操作借钱的时候显示身份信息多次不对	我借钱输入的信息明明是对的，为什么老是说信息错误呢？	1
国庆放款	微粒贷贷款成功率	0
为什么我不能	在借款记录查看不了	0
账单	可以查询帐单	1
怎么没有扣款啊！	我卡上有钱，怎么总是扣款失败？	0
不是说提前还款，不收利息的吗？	如果提前还清所有钱	0
卡里已经有钱什么时候扣款	刚刚没有余额，扣款没成功，什么时候重新扣款	0
我身份证后四位写错次数过多，不让输入怎么办	为什么显示说身份信息输入多次错误？无法借款？我的身份证后四位并没有输入错误啊	1
傻逼	能人工扣款吗	0
为什么我没有微粒贷为什么我没有微贷粒	为什么我没有呢？	1
一期是多长时间是一天吗？	分期怎么分？	0
我绑定微信的电话号码已经更改	更换手机号	1
如何查询还款帐单	10000元分20期还还了3期后还有多少钱未还	0
全部还款之后才有额度	正在进行第一次贷款的还款，为什么页面上说我未满足微众银行的要求无法借款呢？	0
帮我取消掉刚才的借款	取消借款申请怎么取消	0
什么时候到账什么时候打电	刚收到通知怎么没通过	0
为什么未通过审核	未满足审核要求是什么原因	1
如何计算逾期罚款	逾期一天怎么办	0
手机号码换了	我的电话号码怎么更改	1
10万一天利息多少	20000分五期，现一次性还清付多少利息	0
如提前还款是否还支付利息	如何提高额度？	0
你好！不好意思，请取消借款吧。	借款后，如何取消	1
还是开通不了！	微粒贷打开失败	0
我微信已经更新了，可以里面沒有这个微粒贷	微粒贷申请不了呢？	0
Android系统没有	不支持苹果5S的吗？	1
如何可以提前还	如何提前还掉	1
如何注销账号	卡号怎么注销呢	1
老板干嘛不借钱给我呢？	老板借钱啊	1
想把收款银行改成民生银行，怎么弄	借款是打入卡内还是到财付通	0
还款失败但是扣钱了	为什么用农业银行还贷的时候我的银行卡钱扣了，微粒贷却提示还款失败	1
什么时候扣费啊？不能自己还款吗	何时还款	0
我想修改还款帐号，如何修改	如何修改还款银行卡	1
当日还款	我想问一下，就是还款日银行会直接在我银行卡扣钱就好吗，还是要操作什么的？	0
如何提高额度提高额度	如何提高借款额	1
日息多少如何算？	理息多少	1
客服电话是什么号啊	客服电话是什么	1
就是说到输入身份证后数，不能输入。	姓名和身份证格式错，怎么办？	0
什么开通	qq微粒贷怎么申请	0
还款失败了啊	中行还款失败	1
为何没人员联系？	我能申请马上审核吗？	0
我的借款额度怎么降低了	我可以降低额度吗	0
我16号扣款刚看了下还款帳号你们怎么还沒扣	5点怎么没有扣款，	1
你好，我没有正常扣款，请帮忙查看，我的还款日是昨天，会不会影响我的信用	卡里有钱为何还款失败	0
什么时候邀请微粒贷	怎么才是微粒贷邀请户呢	0
什么时候到账？已经确认超过半个小时了	一直没收到电话啊	0
一般网申请确认后多久给我打电话	一般申请了多久来电话	1
不能按时还款的后果	信用卡还款不行吗？	0
怎么更改手机号	手机号码已换	1
17点以过，没扣款呢？	为什么卡内有余额扣款不成功，	0
之前的丢了现在无法还款	现在不能还款吗	1
你好为什么我借钱输入身份证号出现输入错误次数过多无法借款	我输入证件号对的，系统为什么说错的，借钱失败，是不是以后都不能借了?	0
好想尝试呀！何时邀请我	不知道我在不在邀请范围	1
申请的时候是说我的身份信息输入错误次数太多	客服你好，之前在补充个人资料界面输入身份证时由于疏忽多次输入错误，现在无法操作了，请问还需要等多长时间才能重新办理申请啊	0
你好，我还没接到电话	刚才没信号	1
为什么还不邀请我	开通	0
什么银行不能还款？	不能主动还款么？	0
什么叫微众	今天微众银行登录不上，请问怎么回事啊？	0
可用额度	一次最多取多少	0
#反馈#我怎么没有显示	APP下载	0
为什么我没满足审批要求？	为满足银行审批要求是什么意思？	1
请问能不能提前部分还款？	还款全部完成后才能再借款？	0
1:微粒贷怎么开通	咋样开通	1
我想开通微粒	，求开通	1
活期转入额度	活期加转出到卡有限额吗	1
还款银行卡变更了怎么改	我要改变还款银行卡怎么改？	1
咋不开放	怎么借款入口端没	0
已经绑定银行卡，如何操作	微信绑定的银行卡是储蓄卡，不是信用卡那可以借款吗？	0
用别人的银行卡借款，是不是还是我还钱	支持什么银行卡	1
请问如何关闭微粒贷呢？	怎么关闭	1
一万是多少钱一天	一次性还清欠款，额度会跟着回复吗	0
要符合什么条件贷款吗	成为微粒贷客户有什么条件？	1
为什么我还了款就贷不出来了	为什么可借5000却借不出来？	1
为什么借代不成功,	我的贷款怎么贷不起来啊	1
app为什么不能登录	app登不了	1
但是开不了户啊	为什么我开户办不了？	1
…你们这个是怎么贷款的？…怎么算利息	10万一天利息是多少	0
信息输入次数过多	你们要核实信息？	0
0你好，我刚才7:22分从活期转出6100，现在仍然没有到账，不是实时吗？	三天没有到账	1
什么综合评分？	内外部综合评分	1
转账有限额吗	购买有年龄限制吗	0
当天借款，什么时间还利息低	今天借、那到什么时候还不扣利息吗	0
你好，借款的钱可以取现金吗	你好，你们这个借贷可以取现吗？	1
为什么有些人没有额度	为什么开通没额度？？？	1
为什么申请了一直没电话审核	等电话通知要等多久？	1
借了两次都失败为什么？	再次借款失败	1
产品安全吗？	如何保障投入资金的安全	0
我的可以贷6500一个月的利息是多少	我想问下我贷了13000，分10个月还要多少利息	1
想更换还款储蓄卡怎么操作	如何变更还款卡	1
借款如何取消	借款怎么样才能取消	1
提前还款了，有需要可以再借吗？	提前还完后可以立即重新申请贷款吗	1
我这次的借款还请之后，下次什么时候能借款，额度能提高吗？我想借五万元能行吗？	我前2天给我额度4000我没提手机没电了，在开机审请额度就没了，是怎么回事	0
不好意思，资金暂时周转不开，可能要逾期半个月左右，对不起	为什么产生逾期不	0
怎么样关闭微粒贷	能不能帮我关闭微粒贷	1
预留号码已换	你好，怎么更改电话号码	1
分期	分期每月还款金额还能再借出？	0
想成为微粒客户	想问一下我怎么能贷款	0
为什么不支持招行卡绑定？	中国邮政银行卡，需要开通网银吗	1
为什么无法查到额度	你未通过微众银行审批是什么意思	0
分期提前还款	可以提前还清贷款吗	1
如果借五千那一天多少利息	可以举例说明利息吗？	0
现在不能手动还款吗	为什么我之前可以借款，现在不可以了？我一直是按时还款的	0
你好，用app干嘛但是无法登入	为啥qq突然登录不了	1
如何关闭微粒贷账户？	多久没电话取消	0
打电话来没接到怎么办	刚才没接到电话，请重新打过来，谢谢	1
我的手机怎么不显示？	微粒贷更改手机	0
提示身份信息填写错误次数过多，无法继续借钱，但是没填写错误啊，之前也没借过，如何解决！	我身份验证输错了就进不去了	0
但是我这边压根就没有显示来电	没有人和我打电话沟通换卡的问题	0
你好，我怎么看不到额度	为何我现在没有这个额度了	0
不借了取消借款	我想问刚刚申请的贷款能不能取消？	1
17点后还款失败怎么办	一次性还款不能提额度吗	0
电话确认要等多久啊。	申请后要多久才会来电话确认？	1
下午两点打的电话，现在银行还没打电话来确认	QQ申请了他说等待电话确认要多久都过了两天了	1
给我点优惠券	活动优惠卷	1
一直收不住验证码怎么回事	借款，无法获取验证码	1
为啥昨晚借的钱到现在还没到账	什么时候后才能用微粒贷	0
无法查询额度	你无法查看额度怎么回事，	1
换手机号码	怎么更改预留手机号	1
22号还钱的，能不能推迟几天还，	工资拖延了，能否申请延期三天，周一还款	0
我提前还款是否需要支付剩余的利息	如果提前还款呢	0
为啥我没有呀。	为什么我朋友有，我没有	1
首笔借款日是八月26日那么还款日就是下月的九月26日对吗？	还款日我需要还500但是我在还款日之前就还了500当月还款日还要还款吗？	0
可以一个月还清吗	你好我是昨天刚刚提的现金，怎么昨天晚上就要还款了，什么情况	0
帮我注消	不用借钱了	0
支持那几个银行	没有绑定银行卡可以申请微粒贷吗	0
为什么我的这笔还没有到账么？	交易没到账	1
什么时候才邀请我	什么条件可以申请	0
你们这个利息是怎么算的	怎么计息	1
如何降低额度	怎么要求降低额度？	1
如果下次我想用钱能不能提额度	微信钱包没有微利代图标进不去咋安装	0
什么时候开通	到账是直接到零钱么	0
以前我微信上有微粒贷的为什么现在不见了	为什么我的微粒贷突然不见了	1
能带多少钱	最多可以借多少	1
受邀qq	借款要求	0
贷款提交显示身份证号码输入错误次数太多	我咋借不出来。上次输错身份证后四位。能帮我解开吗	0
如何更改还款很行卡	如何更改还款电话	0
何时会邀请我使用微粒	开通何时邀请我使用微粒贷	1
办理贷款需要结清证明	提前还款能不能提供凭证	1
500元这单乍没到账	两笔已经到账，还有两笔没到账	1
额度怎么降低了？	按时还款，额度会不会减少？	0
为何没有还款记录	最近还款记录	1
支付密码怎么修改	评身份证复印件能在柜台改初始密码吗	1
一个版本苹果5s支持么	三星手机有吗	1
一个月连本带息还多少	要是一年还的话大概多少息？或者半年	1
客服电话	为什么还清两笔后额度不恢复	0
可以申请延后几天还款吗	你好，我逾期了一天还会不会对我的信誉有影响？？因为昨天刷的卡未到帐，工作日都放假，我今天去存	0
你好，我想问一下还贷的时候可以到最后一个月全部还清么？	怎么填表	0
免息如何得到	哪里可以得到优惠券	0
什么时候能发出邀请	我以前可以用的	0
何时开通	为什么没收到邀请	0
为什么我在借款时填写的名字身份证都是对的，可为什么显示错误啊	身份信息填写错误不能借款	1
想查下帐单	每期账单	1
1、没解决我的问题	2是我的问题	0
你好，微粒贷可以用于还信用卡吗？	借的款可以用来还信用卡吗？	1
那怎么样关闭	我想取消微粒贷可以吗？	1
如果现在借款，十五分钟后未到帐，明天就不想借了，能取消吗	你好，我想取消借款权限	0
人脸功能开通不了	你好，请问现在怎么打不开微众银行app了，显示网络异常	0
怎样满足审批条件	怎么才能符合审批要求	1
如何才能获得	如何拥有粒粒贷	1
今天为什么不能登录，一直资源正在更新	为什么用微信账号登录不上？	1
交易记录在哪里查询	交易信息	1
为什么有的手机用户可以有微粒贷	只有苹果系统才能使用微粒贷吗	1
借一万一天利息是多少啊	你好，利息怎么算的？	1
不满足要求什么意思	为什么我无法借贷？显示未满足条件呢	1
我进不了你们的首页	什么功能	0
已经还清，信息发过来4月1号要扣9百多	可以一下还清不	0
那我什么时候可以还款	什么时候能进行还款	1
不是说有种免息的优惠卷吗	优惠券有额度限制不	0
晚还一天没事吧	我担心逾期	0
为什么在申请贷款时，一输几验证码，按下一步时就，又重新开始，试过很多次都这样	为什么我借贷，一直没发手机验证码给我	0
微粒袋在哪	QQ钱包在哪	0
你们打电话，我没接到	你好，刚刚打电话我没接到。	1
我想降低额度	会降额吗？	0
一次性全部还清！后面还可以继续申请借款吗	一次性全部还清，可以提升额度多少	0
借款日期多少	要多少星才能借	0
活期转入额度	基金限额说明	0
你好！微众银行可以注销吗？	之前用微信注册的，现在要换qq，那用微信的能注销？	1
借口帮我开通哈	0《n_n)o开通微粒	1
如何受邀	什么时候能有资格啊?	0
你们的客服号码是多少	微粒贷联系电话多少啊	1
何时可以被邀请	你不给我开通我怎么借钱	0
为何我现在的帐户不能提前还款	为什么我按时还款后，现在说我不能贷款了	0
今天还款日，晚上卡里余额不足，我很快就转了钱进去，为何现在还没有扣款？	为什么没有在凌晨扣款？	1
你发个红包	我微信怎么没有微粒贷	0
24号还款25号才记得存钱还，怎么办？	9月26号用不用还款	1
我一直都按时还款，我想提高额度呀	支付宝没给我转过去	0
为什么不能借款	为什么借贷失败	1
你好，我借的钱提前还清了，有结清证明吗	已还清有没有还清证明？	1
，自动扣除还款的银行卡怎么更换	怎么更改还款卡	1
为什么显示可以借两千，打开页面后又显示您未通过微众银行审批要求？	怎么才能符合审批要求	0
收不到验证码。借不了款	你好无法收到验证码	1
我微信有，QQ怎么没有呢	微粒贷没有	0
评身份证复印件能在柜台改初始密码吗	交易密码是六位数吗我忘记了	0
身份证认证失败	看一下我的身份验证通过了吗	0
利息多少	利息太高	0
在QQ没有微粒贷	在吗，怎么还没有人打我电话	0
额度会降么	我刚才申请了借款，看看成功了没有，最后一步老是没反应	0
我要取消订单	停机了怎么办	0
我忘了密码怎么办	密码修改的图发来	0
身份错误一直借不了款	怎么样知道微信身份验证成功？	0
10000万元一天多少息？	一万元日利息多少钱？	1
提交申请，何时到账	有接到电话	0
|如果一次性还完，怎么的算	一次性把款还完可以提升额度吗	0
我微信交易额也很大啊	我财富通消费也蛮大的	1
第一次打没有接听到第二次什么时候打	未接到电话	0
为什么还不邀请我	不是邀请的不能参加？	0
微众银行App登录不了啊	微众银行app版本是？	0
怎样取消借款，卡号是原来的，没有用了换一张自己的卡	取消借款在哪里	1
为什么我在微信上找不到	号码被盗怎么办	0
为什么还款日显示是12月21日	4月12号借1000为什么首次还款日是6月11号？	1
现在还没有批下来能否取消贷款	现在能否取消贷款？	1
一天内可以同时申请多笔借款吗	一个星期可以申请借款两次吗？	1
3种问题	345序号问题	1
一万元日息是多少	代3万以天里息多少了	1
1.怎么计算	10000元利息一月多钱	0
关闭微粒贷	之后想取消这个项目，怎么取消	1
20000借款日计息多少？	你好，我借款11000，20个月，连本带息一共还多少？	0
qq上面没有微粒贷啊	1.看不到微粒贷图标	0
其它银行卡可以分期还款嘛	我的卡换了，可以用其他的卡还钱吗？	1
上个月身份证号码记错了。到现在还一直不能贷怎么回事	怎么输入身份证最后四位数字，还不能用	0
不是，怎么没有还没名额	'为啥我不能袋	1
开户总失败是什么原因	一直开不了户，咋回事	1
在哪里能找到还款记录表	借还的记录能取消不	0
怎么看我的额度	额度不够用	0
开通微粒要什么要求	R如何开通	0
之前好端端的变评估未通过了	为什么都是综合评估为通过	0
关闭微粒贷，太不安全	帮我把微粒贷关了。	1
我之前已经借过一次了的，现在又想借怎么说我综合评估不通过了，怎么回事？	申请后，说什么综合评分不够是什么原因	1
10月18借得款还款日哪天	21号贷的款，还款日为那一天	1
借款后什么时候能回电话	申请借款后还要等待银行电话确认？	0
什么时候可以在微粒货借钱	什么时候可以借钱啊，，半个月了	1
我已经开户了，就是没有微粒贷	我开户了，怎么申请贷款	0
借款额度	怎样开通	0
如果我借款厚分十期，但是还没到时间我就可以把本金还完，那还需要付利息吗？	使用几天就花几天的利息还是有固定期限	0
刚电话没接到现在可以打给我了	怎么打电话没接到就不来电话了	1
1万元日息一天多少	微粒贷的日利息0.05%	0
什么时候有邀请成为微粒贷客户	1:何时会邀请我使用微粒	1
如何提前还款提前还款	如果借2000。20天还完，一共要还多少?	0
一般在申请借款后多久会打来电话确认	借钱后多久银行来电话	1
之前的卡丢了，8号请重另外一张卡扣费	2:如何更改还款银行卡	1
微粒贷提前还款了不能用了是怎么回事	为啥账户有钱却还款失败	0
可我没显示这个功能	可以借来炒股吗	0
如何设置自动还款	1月1日还银行能自动扣款吗	0
我该什么时候还款啦	还款日期一般是多久呢	1
哪家银行	中国农业银行	0
qq和微信，微粒贷是一样的么	我想问一下是QQ微粒贷？	0
你们这个微粒贷是要达到什么标准的，为什么有人的手机微信可以，有些又不行的呢	为什么我的手机现在贷不了	1
为什么借不出	为什么还款以后会借不出来	0
我想关闭微粒贷，我从未借过款	把老子微信里的微粒贷关闭删掉了	1
我朋友手机上有	为什么我的手机微信钱包未显示微粒贷是怎么回事！	1
我是想问日利率是多少	7500元一个月多少息钱？	0
何时我会受到微粒贷的邀请	不是邀请的客人怎么办	0
借款期限、如何申请	再长能借多久	1
什么时候可以再借第二笔款	2500可以贷几次？	0
你们的存款利率是什么	不是这期，是上期，昨天到帐，但利息总资产上看不见	0
借款后多长时间给打电话	借款后几天能来电	1
我想问下如何关闭微粒贷账户	怎样关闭微粒贷怎	1
一般要多久	其他时间是否为当天再次来电?	0
4500分十期呢	10000借一个月，一个月后还多少钱？	0
为什么我不符合借贷	为什么不满足审批	1
你好，我的贷款提前还了，我买房需要一份贷款结清证明，你能提供给我吗	你好，我需要一张还款结清证明，盖章的	0
你好在吗	你好，为什么我中午12点申请的，现在还没来电话	0
借款后1小时都没电话通知	为什么借款后一直没有给我回拨电话	1
我上期卡了，第二天就还了，这样的情况还能贷到吗	以冲钱，可扣了，不好意思忘了	0
以前有微粒贷页面，现在不见了怎么办啊	微粒贷在我钱包不见了	1
多久可以提一次	多久会提升	1
申请借款后多久会接到电话确认？	申请借款后多久能等到确认电话	1
支持什么银行	是否必须有信用卡才能借贷	0
怎么才能成为微粒贷邀请的客户？	怎么可以邀请我呢	1
一直是电话等待	我一直在等待电话确认	1
我提前还款后，多长时间可以再借	提前还款的话，利息怎么计算	0
还款卡片有改动怎么办？	如何更改还款金额	0
可以把钱提现吗	转出	0
这个安全吗	如果我银行卡里放更多资金有安全保障吗	1
会多久再打电话	一般什么时候回来电话	0
你好我想我问下这个可以提前还款吗？利息怎么算？	你好、请问一下我提前还款还会收取0.05的费用吗？	1
不满足借钱的要求什么意思	为什么我没通过审批？	1
14号还款日，逾期两天手续费是多少？	在外无法还款，推迟几小时可以吗？	0
不可以用另一张卡还钱吗？	上次建行还款就失败，怎样通过其他行还款?	1
你好我的还款银行卡变更了怎么更改	你好！请问一下你我的扣扣号的银行卡换了怎样还款	0
输入验证码，显示校验失败	验证码	1
微信没有微米袋要咋样获得微米袋	获取验证吗，怎么查预留手机号码	0
息是多少？	借1万也是日利息吗	1
业务账单	为什么下月的账单出来又是567	0
到期没扣走怎么办	到还款期忘记存钱了，我是半夜想起来在当天的凌晨三点多还的，这个需要扣多少滞纳金？	0
借款可否用于信用卡	借款可以用于信用卡还款吗	1
借钱失败	借钱失败是什么原因	1
携号转网的手机收不到验证码	为什么按正常程度验证码不发送到手机	1
为什么这次说我评估不过关呢。	为什么综合评估不合格	1
怎么堤升额度	如何上升额度	1
您好，我问一下为啥我微信钱包里没有入口呢？	点击我进入钱包，没有，借款的，提示呀！	1
多久一提额度	1000块钱借一天多少钱	0
客服我又扣款失败了，怎么办？	我需要你们电话我	0
微粒贷的利息是怎么算的？	你好，微粒贷超期的费用怎么计算？	0
我啥时可以有微粒贷	多会能够开始借	1
7500元一个月多少息钱？	一个月连本带息还多少	0
等待确认电话	刚才没接到电话，什么时候再来电？	1
等待电话中可以取消了借款吗	能不能取消此次借款？	1
你好，我的银行卡已经更换了绑定手机号码。但是我在微信借钱那申请的时候发的验证信息还是发到我以前绑定的号码上面，这是什么情况？	为何请求信息非法	0
转出没到账	你们今天打电话给我我没有接到，请问有什么事吗？	0
你好我可以用其他银行卡还款吗	我借钱了，可以用别的银行卡还钱吗？	1
逾期一天，还清以后还能贷款吗？	逾期一期一天还能银行贷款吗	0
我电话停机了有没有主动还款的方式	怎样取消自动还款后的短信	0
什么时候我可以借款	一个月可以借多少次？	0
如何申请微粒贷	怎么才能开通	1
刚刚来电话没接到	怎么这么久还没接到电话确认？	1
不给我开通我杀你全家	你们不给我开通拉倒	1
没有自动扣款怎么办？	没有按时还款怎么办	0
3项问题	345序号问题	1
只是输入了名字，身份证后四位，输入就跳出我第一次弄，（身份信息输入错误次数过多，无法借款）	我咋借不出来。上次输错身份证后四位。能帮我解开吗	0
你好，请问可以用微信零钱钱包里面的余额还款吗	QQ登陆不上去，微信可以还款嘛？	0
何时会激请我使用微粒货	为什么有图标不能开通	0
电话确定没接到一多久会再打	申请了。但是没接到电话	0
如何填写补全身份证	您好，为什么身份证号码输不了	0
利息什么时候给的？	借款时间1天利息多少	0
可以现在邀请一下吗？我真的很急	为什么我名下有房子的额度才84000，我朋友没房子都有20	0
估计要等多久	没有人跟我联系过怎么提示说确认电话未接通？而且也没再接到电话	0
活期+购买限额	过期+一次可以转出多少	0
我想降额度	请你们将我的微粒贷额度降为0	1
为什么我开户总是说该账户已开过该币种账户但是我没有成功来过户	我开户时人脸识别老是通过不了	0
不是还了几笔后额度会恢复吗？	2.1借款几号还	0
钱包没微粒贷怎么办	我怎么没得微粒贷呢	1
为什么今天没扣款	你好，今天是还款日，我卡上有钱，但是一直没扣款	0
开通微粒貨需要什么费用	你好，微粒贷超期的费用怎么计算？	0
微信提前还款能用别的银行卡还吗？	我用别的银行卡还款是不是不可以？我昨天存了一笔3255元，因为捆绑卡扣款反复失败，无奈我只能去柜台存在你们的深圳银行，现在怎么办？	1
怎么几利息	微粒贷的利息是多少？	1
还款日期可以改么	能否将本月还款日期推迟到30号？	1
借的钱能用于炒股吗？	为什么有的人有这功能了	0
为什么达不到审核标准	为什么审核要这么长时间了	0
客服电话是什么	电话号码	1
只能次日提前还清吗	你好要提前还清借款不算违约吧	0
微信上的微粒贷和qq上的是否是相通的？	我QQ里面怎么有微粒贷啊，为什么微信里面没有呢	0
用户身份证填写错误怎么办？	通话时要输入身份证，我的身份证后面有个英文字母	0
为什么我开通不了	您好，为什么身份证号码输不了	0
什么时候可以贷呢谢谢	一人最多能贷几次款	0
20号还款可以不可以不	如何证明我已经全部还款	0
是否可以改动还款日	还款日期可以改么	1
借款后没有电话	确认借款后，怎么没有来确认电话？是有工作时间限制吗	1
1000的每日利息多少可以借几次呢	微粒贷4000一个月利息多少？	0
为什么我借的款现在还没到账？？昨天有给我打电话要等银行那边确认，要等多久阿	2天了借的钱还没到	1
多久可以打电话	大概要等多久呀	0
QQ上的微粒贷和微信上的一样么	借款需要满足哪些条件	0
我要涨额度	没有额度	0
我只借几天可以吗	最低可以借多长时间	1
可以贷款了没	微粒贷购买苹果7plus	0
为什么我的申请提示信息非法申请失败？	微粒代借款需要什么证明吗？	0
我想问一下如果我只借三五天怎么算利息	例如借3000元，日息是1.5元吗	1
开通审批成功手机通知信息	怎么取消关注你	0
人工电话时多少	你们客服电话号码发来	1
一般会在什么时间打电话	什么时间打电话	1
怎么办理微粒贷	我想开通微粒贷	1
4:怎么计息	怎么计算	1
bu不要了，不用打了	不使用，要求关闭	0
微代怎么没有	为啥木有微利	1
之前微粒贷有额度的，提前还款之后不能用了	想提前还款	0
开通微粒贷后是否会影响在银行审批贷款？	微粒贷会对以后银行贷款造成影响吗	1
不可以关闭被盗用怎么办	填写个人资料时填错了如何改正	0
一日利息多少	月息多少一个月	0
我的电话号码改为	预留电话变更了	1
为什么我开不了户口的	为啥我开不了户	1
有一笔借款等待银行确认，现在想取消，如何取消	如何退贷	1
我微信上为什么没有微粒贷	什么时候才邀请？	0
目前不能还款是吗	现在怎么不能还款啊！一选就是系统维护	1
请你帮我开通微粒贷	'可以邀请我开通微粒贷呀	1
10000块钱每天多少利息	怎么使用才不会有利息	0
你好，我原先绑定的银行卡芯片出问题，想重新补卡，怎么整	你好，绑定的银行卡可以改吗	1
怎么更改确定电话号码	换手机	1
